V1	V2	Cluster
PF3D7_0904600	ubiquitin specific protease, putative	187
PF3D7_0904700	bacterial histone-like protein	108
PF3D7_0904800	replication protein A1, small fragment	44
PF3D7_0904900	copper-transporting ATPase	108
PF3D7_0905000	conserved Plasmodium protein, unknown function	173
PF3D7_0905100	nucleoporin NUP100/NSP100, putative	13
PF3D7_0905200	mitochondrial carrier protein, putative	45
PF3D7_0905300	dynein heavy chain, putative	102
PF3D7_0905400	high molecular weight rhoptry protein 3	5
PF3D7_0905500	conserved Plasmodium protein, unknown function	148
PF3D7_0905600	WD repeat-containing protein 66, putative	231
PF3D7_0905700	autophagy-related protein 3, putative	55
PF3D7_0905800	conserved Plasmodium protein, unknown function	137
PF3D7_0905900	coatomer subunit beta, putative	100
PF3D7_0906000	exoribonuclease II	29
PF3D7_0906100	vacuolar protein sorting-associated protein 46, putative	108
PF3D7_0906200	conserved Plasmodium protein, unknown function	93
PF3D7_0906300	Maf-like protein, putative	183
PF3D7_0906400	dynein intermediate light chain, putative	46
PF3D7_0906500	arginase	45
PF3D7_0906600	zinc finger protein, putative	66
PF3D7_0907100	conserved Plasmodium protein, unknown function	233
PF3D7_0907200	GTPase-activating protein, putative	81
PF3D7_0907300	conserved Plasmodium protein, unknown function	171
PF3D7_0907400	ATP-dependent protease ATPase subunit ClpY	101
PF3D7_0907500	conserved Plasmodium protein, unknown function	14
PF3D7_0907600	translation initiation factor SUI1, putative	100
PF3D7_0907700	proteasome activator 28 subunit beta, putative	100
PF3D7_0907800	ribosomal protein L35, apicoplast, putative	162
PF3D7_0907900	peptide deformylase	55
PF3D7_0908000	plasma membrane protein 1, putative	150
PF3D7_0908100	apicoplast integral membrane protein, putative	84
PF3D7_0908200	conserved Plasmodium protein, unknown function	11
PF3D7_0908300	conserved protein, unknown function	146
PF3D7_0908400	conserved Plasmodium protein, unknown function	18
PF3D7_0908500	conserved Plasmodium protein, unknown function	103
PF3D7_0908600	ribosomal RNA methyltransferase, putative	13
PF3D7_0908700	tRNA pseudouridine synthase, putative	194
PF3D7_0908800	mitochondrial carrier protein, putative	159
PF3D7_0908900	conserved Plasmodium protein, unknown function	114
PF3D7_0909000	conserved Plasmodium protein, unknown function	230
PF3D7_0909100	conserved Plasmodium membrane protein, unknown function	46
PF3D7_0909200	GDP-fucose protein O-fucosyltransferase 2	165
PF3D7_0909300	apoptosis-related protein	61
PF3D7_0909400	exoribonuclease, putative	127
PF3D7_0909500	subpellicular microtubule protein 1, putative	95
PF3D7_0909600	conserved Plasmodium protein, unknown function	37
PF3D7_0909700	FHA domain protein, putative	23
PF3D7_0909800	small nuclear ribonucleoprotein Sm D3, putative	169
PF3D7_0909900	helicase SKI2W, putative	100
PF3D7_0910000	SET domain protein, putative	84
PF3D7_0910100	exportin-7, putative	35
PF3D7_0910200	conserved Plasmodium protein, unknown function	157
PF3D7_0910300	conserved Plasmodium protein, unknown function	147
PF3D7_0910400	selenide water dikinase, putative	96
PF3D7_0910500	DNA repair protein REV1, putative	226
PF3D7_0910600	SNARE protein	200
PF3D7_0910700	actin-like protein, putative	1
PF3D7_0910800	cytosolic Fe-S cluster assembly factor NBP35, putative	35
PF3D7_0910900	DNA primase large subunit, putative	44
PF3D7_0911000	phosphatidylinositol N-acetylglucosaminyltransferase, putative	217
PF3D7_0911100	conserved Plasmodium protein, unknown function	103
PF3D7_0911200	conserved Plasmodium protein, unknown function	99
PF3D7_0911300	cysteine repeat modular protein 1	208
PF3D7_0911400	conserved Plasmodium protein, unknown function	159
PF3D7_0911500	conserved Plasmodium protein, unknown function	212
PF3D7_0911600	conserved Plasmodium protein, unknown function	176
PF3D7_0911700	GTP-binding protein, putative	118
PF3D7_0911800	conserved Plasmodium protein, unknown function	34
PF3D7_0911900	falstatin	45
PF3D7_0912000	conserved Plasmodium protein, unknown function	114
PF3D7_0912100	zinc finger protein, putative	39
PF3D7_0912200	conserved Plasmodium membrane protein, unknown function	84
PF3D7_0912400	alkaline phosphatase, putative	48
PF3D7_0912500	SAP domain-containing protein, putative	65
PF3D7_0912600	conserved Plasmodium protein, unknown function	220
PF3D7_0912700	conserved Plasmodium protein, unknown function	172
PF3D7_0912800	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6, putative	97
PF3D7_0912900	26S proteasome regulatory subunit RPN8, putative	109
PF3D7_0913000	conserved protein, unknown function	25
PF3D7_0913100	conserved Plasmodium protein, unknown function	96
PF3D7_0913200	elongation factor 1-beta	9
PF3D7_0913300	conserved Plasmodium protein, unknown function	9
PF3D7_0913400	conserved Plasmodium protein, unknown function	86
PF3D7_0913500	protease, putative	37
PF3D7_0913600	conserved Plasmodium protein, unknown function	37
PF3D7_0913700	conserved Plasmodium protein, unknown function	55
PF3D7_0913800	conserved Plasmodium protein, unknown function	103
PF3D7_0913900	arginine--tRNA ligase, putative	26
PF3D7_0914000	pseudouridylate synthase, putative	65
PF3D7_0914100	conserved Plasmodium protein, unknown function	212
PF3D7_0914200	phospholipid or glycerol acyltransferase, putative	45
PF3D7_0914300	met-10+ like protein, putative	97
PF3D7_0914400	conserved Plasmodium protein, unknown function	191
PF3D7_0914500	conserved Plasmodium protein, unknown function	44
PF3D7_0914600	transcription elongation factor 1, putative	138
PF3D7_0914700	major facilitator superfamily-related transporter, putative	39
PF3D7_0914800	GINS complex subunit Psf3, putative	123
PF3D7_0914900	BSD-domain protein, putative	226
PF3D7_0915000	type II NADH:ubiquinone oxidoreductase	24
PF3D7_0915100	SUMO-conjugating enzyme UBC9	17
PF3D7_0915200	ribonuclease H2 subunit C, putative	68
PF3D7_0915300	conserved Plasmodium protein, unknown function	134
PF3D7_0915400	ATP-dependent 6-phosphofructokinase	9
PF3D7_0915500	conserved Plasmodium protein, unknown function	15
PF3D7_0915600	conserved Plasmodium protein, unknown function	194
PF3D7_0915700	conserved Plasmodium protein, unknown function	24
PF3D7_0915800	glycolipid transfer protein, putative	95
PF3D7_0915900	conserved Plasmodium protein, unknown function	152
PF3D7_0916000	major facilitator superfamily domain-containing protein, putative	18
PF3D7_0916100	thioredoxin 3	135
PF3D7_0916200	conserved Plasmodium protein, unknown function	29
PF3D7_0916300	conserved Plasmodium protein, unknown function	74
PF3D7_0916400	conserved Plasmodium protein, unknown function	229
PF3D7_0916500	ubiquitin fusion degradation protein 1	48
PF3D7_0916600	methyltransferase, putative	13
PF3D7_0916700	RNA-binding protein musashi, putative	81
PF3D7_0916900	zinc finger protein, putative	120
PF3D7_0917000	merozoite organizing protein	161
PF3D7_0917100	N-glycosylase/DNA lyase, putative	115
PF3D7_0917200	conserved Plasmodium membrane protein, unknown function	107
PF3D7_0917300	conserved Plasmodium membrane protein, unknown function	148
PF3D7_0917400	conserved Plasmodium protein, unknown function	74
PF3D7_0917500	conserved Plasmodium protein, unknown function	10
PF3D7_0917600	pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43, putative	13
PF3D7_0917700	GPN-loop GTPase, putative	26
PF3D7_0917800	conserved Plasmodium protein, unknown function	26
PF3D7_0917900	heat shock protein 70	109
PF3D7_0918000	glideosome-associated protein 50	123
PF3D7_0918100	cytochrome b5-like heme/steroid binding protein, putative	81
PF3D7_0918200	50S ribosomal protein L3, apicoplast, putative	44
PF3D7_0918300	eukaryotic translation initiation factor 3 subunit F, putative	100
PF3D7_0918400	conserved Plasmodium protein, unknown function	112
PF3D7_0918600	ATP-dependent DNA helicase Q1	56
PF3D7_0918700	conserved Plasmodium protein, unknown function	7
PF3D7_0918800	dihydrouridine synthase, putative	45
PF3D7_0918900	gamma-glutamylcysteine synthetase	137
PF3D7_0919000	nucleosome assembly protein	4
PF3D7_0919100	DnaJ protein, putative	109
PF3D7_0919200	PPPDE peptidase, putative	103
PF3D7_0919300	thioredoxin-like protein 1, putative	107
PF3D7_0919400	protein disulfide isomerase	108
PF3D7_0919500	major facilitator superfamily domain-containing protein, putative	107
PF3D7_0919600	dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit, putative	134
PF3D7_0919700	pyridoxal 5'-phosphate dependent enzyme class III, putative	70
PF3D7_0919800	TLD domain-containing protein	62
PF3D7_0919900	regulator of chromosome condensation, putative	148
PF3D7_0920000	long chain fatty acid elongation enzyme, putative	125
PF3D7_0920100	chaperone, putative	61
PF3D7_0920200	CS domain protein, putative	10
PF3D7_0920300	conserved Plasmodium protein, unknown function	95
PF3D7_0920400	conserved Plasmodium protein, unknown function	114
PF3D7_0920500	ADP-ribosylation factor, putative	103
PF3D7_0920600	conserved Plasmodium protein, unknown function	123
PF3D7_0920700	CRAL/TRIO domain-containing protein, putative	138
PF3D7_0920800	inosine-5'-monophosphate dehydrogenase	25
PF3D7_0920900	U4/U6 snRNA-associated-splicing factor, putative	100
PF3D7_0921000	ubiquitin-conjugating enzyme E2, putative	56
PF3D7_0921100	conserved Plasmodium protein, unknown function	60
PF3D7_0921200	conserved Plasmodium membrane protein, unknown function	9
PF3D7_0921300	conserved Plasmodium protein, unknown function	196
PF3D7_0921400	NifU-like scaffold protein	15
PF3D7_0921500	conserved Plasmodium protein, unknown function	116
PF3D7_0921600	tetratricopeptide repeat protein, putative	39
PF3D7_0921700	conserved Plasmodium protein, unknown function	99
PF3D7_0921800	ribosome production factor 1, putative	26
PF3D7_0921900	conserved Plasmodium protein, unknown function	120
PF3D7_0922000	dynein intermediate chain, putative	220
PF3D7_0922100	ubiquitin-like protein, putative	39
PF3D7_0922200	S-adenosylmethionine synthetase	36
PF3D7_0922300	conserved Plasmodium protein, unknown function	130
PF3D7_0922400	para-aminobenzoic acid synthetase	160
PF3D7_0922500	phosphoglycerate kinase	12
PF3D7_0922600	glutamine synthetase, putative	49
PF3D7_0922700	pre-mRNA-splicing factor 18, putative	234
PF3D7_0922800	conserved Plasmodium protein, unknown function	204
PF3D7_0922900	3-oxoacyl-[acyl-carrier-protein] reductase	69
PF3D7_0923000	DNA-directed RNA polymerase II subunit RPB3, putative	131
PF3D7_0923100	OTU domain-containing protein, putative	160
PF3D7_0923200	nitric oxide synthase, putative	25
PF3D7_0923300	perforin-like protein 3	55
PF3D7_0923400	conserved Plasmodium protein, unknown function	145
PF3D7_0923500	cyclin-dependent kinases regulatory subunit, putative	44
PF3D7_0923600	lipoate-protein ligase 2	37
PF3D7_0923700	conserved protein, unknown function	43
PF3D7_0923800	thioredoxin reductase	27
PF3D7_0923900	polyadenylate-binding protein 2, putative	39
PF3D7_0924000	patatin-like phospholipase, putative	112
PF3D7_0924100	conserved Plasmodium protein, unknown function	161
PF3D7_0924200	conserved Plasmodium protein, unknown function	16
PF3D7_0924300	thiamine pyrophosphokinase	158
PF3D7_0924400	conserved Plasmodium protein, unknown function	132
PF3D7_0924500	conserved Plasmodium membrane protein, unknown function	89
PF3D7_0924600	conserved Plasmodium protein, unknown function	191
PF3D7_0924700	splicing factor 3A subunit 3, putative	139
PF3D7_0924900	alpha-tubulin N-acetyltransferase, putative	43
PF3D7_0925000	conserved Plasmodium protein, unknown function	132
PF3D7_0925100	conserved Plasmodium protein, unknown function	95
PF3D7_0925200	ribosomal RNA-processing protein 8, putative	113
PF3D7_0925300	proline--tRNA ligase, putative	108
PF3D7_0925400	protein phosphatase-beta	48
PF3D7_0925500	thioredoxin-like protein 2	173
PF3D7_0925600	zinc binding protein (Yippee), putative	46
PF3D7_0925700	histone deacetylase 1	187
PF3D7_0925800	armadillo repeat protein, putative	24
PF3D7_0925900	conserved Plasmodium protein, unknown function	214
PF3D7_0926000	protein kinase, putative	202
PF3D7_0926100	protein kinase, putative	100
PF3D7_0926300	protein kinase, putative	205
PF3D7_0926400	monocarboxylate transporter, putative	21
PF3D7_0926500	conserved Plasmodium protein, unknown function	123
PF3D7_0926600	conserved Plasmodium membrane protein, unknown function	186
PF3D7_0926700	glutamine-dependent NAD(+) synthetase, putative	50
PF3D7_0926800	conserved Plasmodium protein, unknown function	28
PF3D7_0926900	replication termination factor, putative	62
PF3D7_0927000	HSP90 co-chaperone p23	101
PF3D7_0927100	conserved Plasmodium protein, unknown function	92
PF3D7_0927200	zinc finger protein, putative	82
PF3D7_0927300	fumarate hydratase	123
PF3D7_0927400	conserved Plasmodium protein, unknown function	228
PF3D7_0927500	dynein light chain, putative	164
PF3D7_0927600	RNA-binding protein, putative	191
PF3D7_0927700	serine/threonine protein phosphatase 4, putative	10
PF3D7_0927800	cytochrome c oxidase subunit 5B, putative	153
PF3D7_0927900	phosphatidylserine decarboxylase	192
PF3D7_0928000	cytochrome c oxidase subunit 6B, putative	150
PF3D7_0928100	conserved Plasmodium protein, unknown function	228
PF3D7_0928200	conserved Plasmodium protein, unknown function	147
PF3D7_0928300	conserved Plasmodium protein, unknown function	206
PF3D7_0928400	conserved Plasmodium membrane protein, unknown function	74
PF3D7_0928500	conserved Plasmodium protein, unknown function	152
PF3D7_0928600	conserved Plasmodium protein, unknown function	217
PF3D7_0928700	conserved Plasmodium protein, unknown function	134
PF3D7_0928800	serine/threonine protein kinase, putative	146
PF3D7_0928900	guanylate kinase	147
PF3D7_0929000	transcription initiation factor TFIID subunit 7, putative	36
PF3D7_0929100	conserved Plasmodium protein, unknown function	32
PF3D7_0929200	RNA-binding protein, putative	147
PF3D7_0929300	conserved Plasmodium protein, unknown function	146
PF3D7_0929400	high molecular weight rhoptry protein 2	106
PF3D7_0929500	conserved protein, unknown function	164
PF3D7_0929600	G2 protein, putative	95
PF3D7_0930000	procollagen lysine 5-dioxygenase, putative	95
PF3D7_0930300	merozoite surface protein 1	5
PF3D7_0930400	zinc finger protein, putative	39
PF3D7_0930500	diacylglycerol kinase, putative	138
PF3D7_0930600	peptidyl-prolyl cis-trans isomerase	152
PF3D7_0930700	conserved Plasmodium protein, unknown function	159
PF3D7_0930800	conserved Plasmodium membrane protein, unknown function	161
PF3D7_0931000	elongation factor Tu, putative	71
PF3D7_0931100	nucleolar protein Nop52, putative	39
PF3D7_0931200	selenoprotein	121
PF3D7_0931300	conserved Plasmodium protein, unknown function	46
PF3D7_0931400	PUB domain-containing protein, putative	56
PF3D7_0931600	conserved protein, unknown function	216
PF3D7_0931700	PIH1 domain-containing protein, putative	173
PF3D7_0931800	proteasome subunit beta type-6, putative	50
PF3D7_0931900	adenylate kinase-like protein 2	103
PF3D7_0932000	conserved Plasmodium protein, unknown function	235
PF3D7_0932100	protein MAM3, putative	148
PF3D7_0932200	profilin	34
PF3D7_0932300	M18 aspartyl aminopeptidase	110
PF3D7_0932400	peptide chain release factor 1	41
PF3D7_0932500	palmitoyltransferase DHHC6, putative	18
PF3D7_0932600	apicoplast ribosomal protein S6, putative	31
PF3D7_0932800	importin alpha re-exporter, putative	9
PF3D7_0932900	conserved Plasmodium protein, unknown function	165
PF3D7_0933000	CSTF domain-containing protein, putative	128
PF3D7_0933100	conserved Plasmodium protein, unknown function	184
PF3D7_0933200	calcyclin-binding protein, putative	128
PF3D7_0933500	gamma-tubulin complex component, putative	56
PF3D7_0933600	mitochondrial-processing peptidase subunit beta, putative	50
PF3D7_0933700	conserved Plasmodium protein, unknown function	158
PF3D7_0933800	tubulin delta chain, putative	20
PF3D7_0933900	conserved Plasmodium protein, unknown function	36
PF3D7_0934000	histidine--tRNA ligase, putative	59
PF3D7_0934100	TFIIH basal transcription factor complex helicase XPD subunit	64
PF3D7_0934200	conserved Plasmodium protein, unknown function	10
PF3D7_0934300	conserved Plasmodium protein, unknown function	231
PF3D7_0934400	AP2 domain transcription factor, putative	146
